Site.Plot,Site,Plot,Trt,BAplot.m2.ha,StemsPlot,Tree,Species,Stem,DBH,Health,Height,Status
27.E,27,E,D,74.49458333,12,1,EM,1,2.8,1,1.88976,1
27.E,27,E,D,74.49458333,12,2,EM,3,3.3,1,2.56032,1
27.E,27,E,D,74.49458333,12,10,CC,1,2.8,1,2.46888,1
27.E,27,E,D,74.49458333,12,5,EM,1,21.7,3,11.70432,0
27.F,27,F,H,43.30555556,6,5,EM,2,1.6,1,1.64592,1
27.F,27,F,H,43.30555556,6,4,EM,1,68.4,1,18.71472,1
27.F,27,F,H,43.30555556,6,1,EM,1,19.8,1,12.00912,1
27.F,27,F,H,43.30555556,6,2,EM,1,19.4,1,12.86256,1
27.F,27,F,H,43.30555556,6,3,EM,1,22.7,1,11.00328,1
27.F,27,F,H,43.30555556,6,5,EM,3,2.4,1,1.64592,1
27.F,27,F,H,43.30555556,6,6,EM,3,2.2,1,1.18872,1
27.F,27,F,H,43.30555556,6,6,EM,1,2.7,1,1.18872,1
27.F,27,F,H,43.30555556,6,5,EM,1,2.2,1,1.64592,1
27.F,27,F,H,43.30555556,6,6,EM,2,3.1,1,1.18872,1
27.F,27,F,H,43.30555556,6,2,EM,2,15.4,1,12.86256,1
27.F,27,F,H,43.30555556,6,5,EM,4,1.3,1,1.64592,1
5.A,5,A,D,52.65986111,9,3,EM,5,11.1,3,9.63168,0
5.A,5,A,D,52.65986111,9,1,EM,1,24.8,3,6.03504,0
5.A,5,A,D,52.65986111,9,7,EM,1,25,3,16.42872,0
5.A,5,A,D,52.65986111,9,8,EM,1,11.7,2,14.08176,1
5.A,5,A,D,52.65986111,9,3,EM,4,11.9,3,9.63168,0
5.A,5,A,D,52.65986111,9,6,EM,1,15.2,2,12.71016,1
5.A,5,A,D,52.65986111,9,8,EM,2,18.5,2,14.08176,1
5.A,5,A,D,52.65986111,9,4,EM,1,18,4,0,0
5.A,5,A,D,52.65986111,9,5,EM,1,12.5,2,8.19912,1
5.A,5,A,D,52.65986111,9,2,EM,1,23.4,3,9.23544,0
5.A,5,A,D,52.65986111,9,9,EM,1,59.6,2,14.90472,1
5.A,5,A,D,52.65986111,9,3,EM,1,9.1,3,9.63168,0
5.A,5,A,D,52.65986111,9,6,EM,2,21.8,2,12.71016,1
5.A,5,A,D,52.65986111,9,3,EM,2,10,3,9.63168,0
5.A,5,A,D,52.65986111,9,3,EM,3,11.4,3,9.63168,0
5.B,5,B,H,18.07819444,4,1,EM,1,23.7,1,15.02664,1
5.B,5,B,H,18.07819444,4,3,EM,2,20,1,10.30224,1
5.B,5,B,H,18.07819444,4,2,CC,1,22.9,1,15.81912,1
5.B,5,B,H,18.07819444,4,3,EM,1,14.2,1,10.30224,1
5.B,5,B,H,18.07819444,4,4,EM,1,27.6,1,15.30096,1
5.B,5,B,H,18.07819444,4,4,EM,2,12.4,1,15.30096,1
5.C,5,C,D,59.77576389,13,12,EM,1,35.1,3,13.68552,0
5.C,5,C,D,59.77576389,13,10,EM,1,29.6,3,6.61416,0
5.C,5,C,D,59.77576389,13,4,EM,2,20.5,2,12.83208,1
5.C,5,C,D,59.77576389,13,12,EM,2,37.4,3,13.68552,0
5.C,5,C,D,59.77576389,13,2,EM,1,35.2,3,4.38912,0
5.C,5,C,D,59.77576389,13,13,AF,3,6,3,4.32816,0
5.C,5,C,D,59.77576389,13,9,EM,1,10.3,3,7.7724,0
5.C,5,C,D,59.77576389,13,13,AF,2,7.8,3,4.32816,0
5.C,5,C,D,59.77576389,13,3,EM,1,24.8,4,0,0
5.C,5,C,D,59.77576389,13,13,AF,1,7.4,3,4.32816,0
5.C,5,C,D,59.77576389,13,6,EM,1,12.3,3,6.7056,0
5.C,5,C,D,59.77576389,13,5,EM,1,6.5,2,3.13944,1
5.C,5,C,D,59.77576389,13,1,EM,1,17.7,3,13.74648,0
5.C,5,C,D,59.77576389,13,4,EM,1,29.8,2,13.47216,1
5.C,5,C,D,59.77576389,13,8,EM,1,6.2,3,4.84632,0
5.C,5,C,D,59.77576389,13,11,EM,1,10.8,2,3.93192,1
5.C,5,C,D,59.77576389,13,8,EM,2,8,3,4.84632,0
5.C,5,C,D,59.77576389,13,7,EM,1,30.9,3,11.7348,0
5.D,5,D,H,33.12131944,6,6,EM,2,13.8,1,10.9728,1
5.D,5,D,H,33.12131944,6,3,EM,1,10.9,1,3.99288,1
5.D,5,D,H,33.12131944,6,5,EM,1,17.8,1,14.69136,1
5.D,5,D,H,33.12131944,6,6,EM,3,13.7,1,10.9728,1
5.D,5,D,H,33.12131944,6,6,EM,4,12.8,1,10.9728,1
5.D,5,D,H,33.12131944,6,6,EM,1,6.1,1,10.9728,1
5.D,5,D,H,33.12131944,6,2,EM,2,13.7,1,9.7536,1
5.D,5,D,H,33.12131944,6,5,EM,2,17.9,1,14.69136,1
5.D,5,D,H,33.12131944,6,1,EM,1,18.6,1,10.08888,1
5.D,5,D,H,33.12131944,6,4,CC,1,48.2,1,13.8684,1
5.D,5,D,H,33.12131944,6,6,EM,5,14.2,1,10.9728,1
5.D,5,D,H,33.12131944,6,2,EM,3,14.1,1,9.7536,1
5.D,5,D,H,33.12131944,6,2,EM,1,13.3,1,9.7536,1
5.E,5,E,D,30.66444444,16,2,EM,1,16.8,2,11.21664,1
5.E,5,E,D,30.66444444,16,16,EM,1,10.1,1,9.20496,1
5.E,5,E,D,30.66444444,16,13,EM,2,11.7,2,5.88264,1
5.E,5,E,D,30.66444444,16,8,EM,1,8.7,2,8.13816,1
5.E,5,E,D,30.66444444,16,11,EM,1,14.9,4,0,0
5.E,5,E,D,30.66444444,16,14,EM,1,16,1,10.27176,1
5.E,5,E,D,30.66444444,16,15,EM,2,11,2,9.66216,1
5.E,5,E,D,30.66444444,16,12,EM,1,8,1,7.62,1
5.E,5,E,D,30.66444444,16,5,EM,1,26.1,2,14.11224,1
5.E,5,E,D,30.66444444,16,7,EM,1,13.5,2,10.75944,1
5.E,5,E,D,30.66444444,16,3,EM,1,4.5,3,2.10312,0
5.E,5,E,D,30.66444444,16,1,EM,1,21.3,3,14.38656,0
5.E,5,E,D,30.66444444,16,6,EM,1,11.8,3,9.81456,0
5.E,5,E,D,30.66444444,16,4,EM,2,6.5,1,4.90728,1
5.E,5,E,D,30.66444444,16,15,EM,1,28.1,1,9.66216,1
5.E,5,E,D,30.66444444,16,13,EM,1,8.7,2,5.88264,1
5.E,5,E,D,30.66444444,16,9,EM,1,22.8,2,13.77696,1
5.E,5,E,D,30.66444444,16,4,EM,1,8.5,1,4.90728,1
5.E,5,E,D,30.66444444,16,10,EM,1,13.4,2,11.33856,1
5.F,5,F,H,24.0525,7,2,EM,10,5.9,1,8.90016,1
5.F,5,F,H,24.0525,7,5,EM,1,14.9,1,13.13688,1
5.F,5,F,H,24.0525,7,2,EM,7,6.2,1,8.90016,1
5.F,5,F,H,24.0525,7,1,EM,5,21.5,1,11.15568,1
5.F,5,F,H,24.0525,7,2,EM,8,9.7,1,8.90016,1
5.F,5,F,H,24.0525,7,2,EM,3,8.2,1,8.90016,1
5.F,5,F,H,24.0525,7,1,EM,2,15.3,1,11.15568,1
5.F,5,F,H,24.0525,7,4,EM,1,7,2,4.7244,1
5.F,5,F,H,24.0525,7,2,EM,2,9.7,1,8.90016,1
5.F,5,F,H,24.0525,7,1,EM,4,20.6,1,11.15568,1
5.F,5,F,H,24.0525,7,6,BG,1,7,4,0,0
5.F,5,F,H,24.0525,7,3,EM,1,7.2,1,3.99288,1
5.F,5,F,H,24.0525,7,1,EM,3,20.5,1,11.15568,1
5.F,5,F,H,24.0525,7,2,EM,5,7.3,1,8.90016,1
5.F,5,F,H,24.0525,7,1,EM,1,18.3,1,11.15568,1
5.F,5,F,H,24.0525,7,2,EM,9,6.1,1,8.90016,1
5.F,5,F,H,24.0525,7,7,EM,1,22,1,11.79576,1
5.F,5,F,H,24.0525,7,2,EM,6,9.1,1,8.90016,1
5.F,5,F,H,24.0525,7,2,EM,1,11.6,4,0,0
5.F,5,F,H,24.0525,7,2,EM,4,8.2,1,8.90016,1
5.F,5,F,H,24.0525,7,4,EM,2,5.3,2,4.7244,1
74.A,74,A,D,164.7723611,15,8,CC,2,9.5,3,7.07136,0
74.A,74,A,D,164.7723611,15,3,EM,1,6.7,1,4.63296,1
74.A,74,A,D,164.7723611,15,10,AF,3,14.7,3,8.96112,0
74.A,74,A,D,164.7723611,15,10,AF,2,15.4,3,8.96112,0
74.A,74,A,D,164.7723611,15,6,AF,2,11.1,2,5.91312,1
74.A,74,A,D,164.7723611,15,13,EM,1,70.2,3,13.19784,0
74.A,74,A,D,164.7723611,15,2,EM,1,60.7,2,12.07008,1
74.A,74,A,D,164.7723611,15,4,AF,1,19.1,3,7.04088,0
74.A,74,A,D,164.7723611,15,9,EM,1,17.3,2,9.144,1
74.A,74,A,D,164.7723611,15,10,AF,4,16.3,3,8.96112,0
74.A,74,A,D,164.7723611,15,7,AF,1,9.8,3,6.27888,0
74.A,74,A,D,164.7723611,15,9,EM,2,5,2,4.4196,1
74.A,74,A,D,164.7723611,15,14,EM,1,18.1,3,10.33272,0
74.A,74,A,D,164.7723611,15,12,EM,1,33.3,3,8.90016,0
74.A,74,A,D,164.7723611,15,11,EM,1,3.5,2,2.71272,1
74.A,74,A,D,164.7723611,15,10,AF,1,14.5,3,8.96112,0
74.A,74,A,D,164.7723611,15,10,AF,5,6.4,3,8.96112,0
74.A,74,A,D,164.7723611,15,8,CC,1,9,3,7.07136,0
74.A,74,A,D,164.7723611,15,6,AF,1,17.3,2,5.91312,1
74.A,74,A,D,164.7723611,15,5,AF,1,15,3,6.4008,0
74.A,74,A,D,164.7723611,15,1,EM,1,105.1,3,14.08176,0
74.B,74,B,H,30.40708333,7,4,EM,1,36.8,1,17.34312,1
74.B,74,B,H,30.40708333,7,2,AF,1,1.9,1,1.9812,1
74.B,74,B,H,30.40708333,7,7,BG,1,17.3,4,0,0
74.B,74,B,H,30.40708333,7,3,AF,1,31.3,1,7.71144,1
74.B,74,B,H,30.40708333,7,1,EM,1,24.8,1,17.61744,1
74.B,74,B,H,30.40708333,7,6,BG,1,4.5,1,1.85928,1
74.B,74,B,H,30.40708333,7,5,EM,1,18,1,15.81912,1
74.B,74,B,H,30.40708333,7,5,EM,2,27.7,1,15.81912,1
74.B,74,B,H,30.40708333,7,6,BG,2,3.9,1,1.85928,1
74.C,74,C,D,127.9365972,7,3,EM,1,80.2,2,13.80744,1
74.C,74,C,D,127.9365972,7,5,EM,1,38.4,2,6.49224,1
74.C,74,C,D,127.9365972,7,4,EM,1,36.1,3,8.96112,0
74.C,74,C,D,127.9365972,7,6,EM,1,41.9,3,12.67968,0
74.C,74,C,D,127.9365972,7,7,EM,1,62.8,3,15.0876,0
74.C,74,C,D,127.9365972,7,1,EM,1,57.5,2,13.07592,1
74.C,74,C,D,127.9365972,7,2,EM,1,14.4,1,8.93064,1
74.D,74,D,H,83.91076389,9,5,EM,1,21,1,13.01496,1
74.D,74,D,H,83.91076389,9,2,EM,1,21.7,1,14.7828,1
74.D,74,D,H,83.91076389,9,7,AF,2,78.3,2,11.55192,1
74.D,74,D,H,83.91076389,9,2,EM,2,16.8,1,14.7828,1
74.D,74,D,H,83.91076389,9,2,EM,3,19.8,1,14.7828,1
74.D,74,D,H,83.91076389,9,3,AF,1,9.1,2,6.06552,1
74.D,74,D,H,83.91076389,9,1,CC,1,6.1,1,4.32816,1
74.D,74,D,H,83.91076389,9,2,EM,4,19.1,1,14.7828,1
74.D,74,D,H,83.91076389,9,6,BG,1,1.1,3,1.58496,0
74.D,74,D,H,83.91076389,9,9,EM,1,22.9,1,14.87424,1
74.D,74,D,H,83.91076389,9,4,BG,1,4.2,3,3.13944,0
74.D,74,D,H,83.91076389,9,8,EM,1,13.4,1,9.47928,1
74.D,74,D,H,83.91076389,9,7,AF,1,56.2,2,11.55192,1
74.E,74,E,D,102.3025,18,6,EM,2,1.6,2,1.95072,1
74.E,74,E,D,102.3025,18,11,EM,1,11,3,5.334,0
74.E,74,E,D,102.3025,18,1,EM,1,9.1,2,6.33984,1
74.E,74,E,D,102.3025,18,2,EM,3,14.1,3,8.41248,0
74.E,74,E,D,102.3025,18,18,EM,4,30,3,9.26592,0
74.E,74,E,D,102.3025,18,11,EM,7,6.3,3,5.334,0
74.E,74,E,D,102.3025,18,2,EM,1,16,3,8.41248,0
74.E,74,E,D,102.3025,18,11,EM,6,11.2,3,5.334,0
74.E,74,E,D,102.3025,18,11,EM,5,3.5,3,5.334,0
74.E,74,E,D,102.3025,18,15,EM,1,87.1,3,9.69264,0
74.E,74,E,D,102.3025,18,11,EM,4,9.1,3,5.334,0
74.E,74,E,D,102.3025,18,9,CC,1,13.4,1,8.10768,1
74.E,74,E,D,102.3025,18,14,EM,1,7.6,3,11.70432,0
74.E,74,E,D,102.3025,18,18,EM,2,9.7,3,9.26592,0
74.E,74,E,D,102.3025,18,11,EM,3,14.4,3,5.334,0
74.E,74,E,D,102.3025,18,11,EM,2,11.1,3,5.334,0
74.E,74,E,D,102.3025,18,17,EM,1,18.2,3,8.96112,0
74.E,74,E,D,102.3025,18,18,EM,1,6.8,3,9.26592,0
74.E,74,E,D,102.3025,18,2,EM,2,11.7,3,8.41248,0
74.E,74,E,D,102.3025,18,6,EM,1,2.8,2,1.95072,1
74.E,74,E,D,102.3025,18,5,EM,1,57.7,4,0,0
74.E,74,E,D,102.3025,18,7,EM,2,17.1,3,5.27304,0
74.E,74,E,D,102.3025,18,7,EM,1,8.1,3,5.27304,0
74.E,74,E,D,102.3025,18,18,EM,3,12.6,3,9.26592,0
74.E,74,E,D,102.3025,18,4,CC,1,9.4,2,6.76656,1
74.E,74,E,D,102.3025,18,3,CC,1,10,3,6.49224,0
74.F,74,F,H,138.9560417,53,38,CC,1,2.8,1,3.16992,1
74.F,74,F,H,138.9560417,53,7,BG,1,5.5,3,4.48056,0
74.F,74,F,H,138.9560417,53,41,BG,1,3.9,1,4.45008,1
74.F,74,F,H,138.9560417,53,8,AF,5,9.6,1,6.7056,1
74.F,74,F,H,138.9560417,53,8,AF,3,12.7,1,6.7056,1
74.F,74,F,H,138.9560417,53,46,BG,1,5.5,1,5.12064,1
74.F,74,F,H,138.9560417,53,11,EM,1,135,1,20.08632,1
74.F,74,F,H,138.9560417,53,8,AF,1,11.6,1,6.7056,1
74.F,74,F,H,138.9560417,53,8,AF,2,13.5,1,6.7056,1
74.F,74,F,H,138.9560417,53,8,AF,6,12.1,1,6.7056,1
74.F,74,F,H,138.9560417,53,47,BG,1,6.8,4,0,0
74.F,74,F,H,138.9560417,53,12,BG,1,5.2,4,0,0
74.F,74,F,H,138.9560417,53,8,AF,4,8.2,1,6.7056,1
87.A,87,A,D,28.54527778,19,9,EM,1,11.1,3,6.30936,0
87.A,87,A,D,28.54527778,19,10,EM,1,15.3,3,9.02208,0
87.A,87,A,D,28.54527778,19,8,EM,1,16.1,3,7.55904,0
87.A,87,A,D,28.54527778,19,7,EM,1,11.7,3,7.83336,0
87.A,87,A,D,28.54527778,19,5,CC,1,11.5,1,6.91896,1
87.A,87,A,D,28.54527778,19,12,EM,1,16,4,0,0
87.A,87,A,D,28.54527778,19,6,CC,1,11.1,1,6.73608,1
87.A,87,A,D,28.54527778,19,14,CC,1,12.9,2,7.0104,1
87.A,87,A,D,28.54527778,19,19,CC,1,7.2,1,3.16992,1
87.A,87,A,D,28.54527778,19,17,EM,1,45.4,2,11.55192,1
87.A,87,A,D,28.54527778,19,11,EM,1,8.7,2,4.93776,1
87.A,87,A,D,28.54527778,19,13,EM,1,4.8,3,3.77952,0
87.A,87,A,D,28.54527778,19,9,EM,2,7.5,3,6.30936,0
87.A,87,A,D,28.54527778,19,16,CC,1,3.5,1,2.25552,1
87.A,87,A,D,28.54527778,19,2,EM,1,19.2,3,8.9916,0
87.B,87,B,H,18.786875,4,2,EM,1,46.3,1,11.43,1
87.B,87,B,H,18.786875,4,4,EM,1,14.7,1,8.74776,1
87.B,87,B,H,18.786875,4,3,EM,1,10.7,1,6.43128,1
87.C,87,C,D,40.28743056,3,1,EM,1,20.7,3,14.26464,0
87.C,87,C,D,40.28743056,3,1,EM,2,21.3,3,14.26464,0
87.C,87,C,D,40.28743056,3,3,CC,1,3.9,1,2.10312,1
87.C,87,C,D,40.28743056,3,2,CC,1,70,1,12.00912,1
87.C,87,C,D,40.28743056,3,3,CC,2,2,1,2.10312,1
87.D,87,D,H,60.19701389,4,2,EM,1,11.8,1,7.19328,1
87.D,87,D,H,60.19701389,4,3,EM,1,24.3,1,12.74064,1
87.D,87,D,H,60.19701389,4,4,EM,1,89,1,13.99032,1
87.D,87,D,H,60.19701389,4,1,CC,1,4.2,1,2.19456,1
87.E,87,E,D,36.08395833,13,9,AF,2,31.7,2,6.91896,1
87.E,87,E,D,36.08395833,13,9,AF,1,31,2,6.91896,1
87.E,87,E,D,36.08395833,13,7,AF,3,8.1,2,2.95656,1
87.E,87,E,D,36.08395833,13,2,EM,1,3.5,2,1.9812,1
87.E,87,E,D,36.08395833,13,13,EM,1,2.2,1,1.76784,1
87.E,87,E,D,36.08395833,13,10,EM,1,3.7,3,2.34696,0
87.E,87,E,D,36.08395833,13,1,EM,1,18.3,2,9.05256,1
87.E,87,E,D,36.08395833,13,5,CC,1,32.3,1,15.3924,1
87.E,87,E,D,36.08395833,13,7,AF,1,9,2,2.95656,1
87.E,87,E,D,36.08395833,13,3,EM,1,22.4,4,0,0
87.E,87,E,D,36.08395833,13,8,EM,1,24.6,2,12.98448,1
87.E,87,E,D,36.08395833,13,10,EM,2,3,3,2.34696,0
87.E,87,E,D,36.08395833,13,12,EM,1,11.1,1,2.34696,1
87.E,87,E,D,36.08395833,13,11,EM,1,7.1,3,2.86512,0
87.E,87,E,D,36.08395833,13,7,AF,4,9.1,2,2.95656,1
87.E,87,E,D,36.08395833,13,7,AF,2,5.5,2,2.95656,1
87.E,87,E,D,36.08395833,13,6,CC,1,11.5,1,7.34568,1
87.E,87,E,D,36.08395833,13,2,EM,2,1.7,2,1.9812,1
87.E,87,E,D,36.08395833,13,4,EM,1,11.7,1,6.91896,1
87.F,87,F,H,49.64888889,4,2,EM,1,47.2,1,16.48968,1
87.F,87,F,H,49.64888889,4,4,EM,1,66.4,1,21.15312,1
87.F,87,F,H,49.64888889,4,1,EM,1,19.2,1,9.144,1
87.F,87,F,H,49.64888889,4,3,EM,1,12,1,6.73608,1
99.A,99,A,D,48.28013889,13,11,CC,1,20.8,1,7.9248,1
99.A,99,A,D,48.28013889,13,10,CC,1,11.3,1,8.44296,1
99.A,99,A,D,48.28013889,13,4,CC,1,8.2,1,5.334,1
99.A,99,A,D,48.28013889,13,6,CC,1,23,2,14.29512,1
99.A,99,A,D,48.28013889,13,8,EM,1,37.4,2,14.11224,1
99.A,99,A,D,48.28013889,13,5,CC,1,21.6,2,11.79576,1
99.A,99,A,D,48.28013889,13,1,CC,1,46.7,2,18.62328,1
99.A,99,A,D,48.28013889,13,13,CC,1,23.6,1,12.00912,1
99.A,99,A,D,48.28013889,13,2,EM,1,9,1,5.36448,1
99.A,99,A,D,48.28013889,13,3,CC,1,8.3,1,5.54736,1
99.A,99,A,D,48.28013889,13,12,CC,1,9.5,1,8.74776,1
99.A,99,A,D,48.28013889,13,9,EM,1,24.1,2,6.94944,1
99.A,99,A,D,48.28013889,13,2,EM,2,3.8,1,5.36448,1
99.B,99,B,H,66.10618056,7,3,EM,2,18,1,17.92224,1
99.B,99,B,H,66.10618056,7,6,CC,1,41.7,1,20.7264,1
99.B,99,B,H,66.10618056,7,4,EM,1,34.3,1,13.80744,1
99.B,99,B,H,66.10618056,7,1,CC,1,11.4,1,7.68096,1
99.B,99,B,H,66.10618056,7,3,EM,1,33.9,1,17.92224,1
99.B,99,B,H,66.10618056,7,2,EM,1,12.1,1,7.55904,1
99.B,99,B,H,66.10618056,7,5,EM,1,69.3,1,18.98904,1
99.C,99,C,D,32.68611111,13,5,EM,2,8.2,2,4.75488,1
99.C,99,C,D,32.68611111,13,3,CC,1,35.5,3,6.94944,0
99.C,99,C,D,32.68611111,13,9,EM,1,9.1,3,7.9248,0
99.C,99,C,D,32.68611111,13,6,EM,3,11.3,2,8.10768,1
99.C,99,C,D,32.68611111,13,5,EM,1,7.8,2,4.75488,1
99.C,99,C,D,32.68611111,13,6,EM,1,5.1,2,2.71272,1
99.C,99,C,D,32.68611111,13,4,EM,1,13.2,2,8.90016,1
99.C,99,C,D,32.68611111,13,9,EM,2,9.2,3,7.9248,0
99.C,99,C,D,32.68611111,13,12,CC,1,18,2,12.55776,1
99.C,99,C,D,32.68611111,13,6,EM,4,9.3,4,0,0
99.C,99,C,D,32.68611111,13,5,EM,4,9.1,4,0,0
99.C,99,C,D,32.68611111,13,13,EM,2,5.1,2,10.24128,1
99.C,99,C,D,32.68611111,13,6,EM,2,2.9,2,2.86512,1
99.C,99,C,D,32.68611111,13,5,EM,5,7,4,0,0
99.C,99,C,D,32.68611111,13,5,EM,3,9.8,4,0,0
99.C,99,C,D,32.68611111,13,1,EM,1,11,3,7.62,0
99.C,99,C,D,32.68611111,13,7,EM,1,6.3,1,2.95656,1
99.C,99,C,D,32.68611111,13,8,EM,1,39.6,3,19.53768,0
99.C,99,C,D,32.68611111,13,5,EM,6,5.5,4,0,0
99.C,99,C,D,32.68611111,13,5,EM,7,4.4,4,0,0
99.C,99,C,D,32.68611111,13,11,CC,1,3.8,1,3.5052,1
99.C,99,C,D,32.68611111,13,2,CC,1,5.8,2,3.71856,1
99.C,99,C,D,32.68611111,13,13,EM,1,16.7,3,10.24128,0
99.C,99,C,D,32.68611111,13,10,CC,1,6.7,1,7.25424,1
99.D,99,D,H,23.09479167,7,3,EM,1,14.1,1,11.82624,1
99.D,99,D,H,23.09479167,7,6,EM,1,21.5,1,17.43456,1
99.D,99,D,H,23.09479167,7,2,CC,1,26.4,1,17.55648,1
99.D,99,D,H,23.09479167,7,1,CC,1,13.5,1,8.16864,1
99.D,99,D,H,23.09479167,7,4,CC,1,16.5,1,13.22832,1
99.D,99,D,H,23.09479167,7,7,EM,1,38.3,1,20.23872,1
99.D,99,D,H,23.09479167,7,5,CC,1,6.8,1,4.60248,1
99.E,99,E,D,47.81277778,18,15,EM,2,4.7,1,4.23672,1
99.E,99,E,D,47.81277778,18,16,EM,1,13.4,2,14.3256,1
99.E,99,E,D,47.81277778,18,6,EM,1,7.8,1,6.64464,1
99.E,99,E,D,47.81277778,18,4,EM,1,41,3,18.56232,0
99.E,99,E,D,47.81277778,18,17,CC,1,15.9,3,11.09472,0
99.E,99,E,D,47.81277778,18,6,EM,4,2.6,1,6.64464,1
99.E,99,E,D,47.81277778,18,5,CC,2,2.2,4,0,0
99.E,99,E,D,47.81277778,18,7,EM,1,11.2,1,8.26008,1
99.E,99,E,D,47.81277778,18,16,EM,3,24.7,2,14.3256,1
99.E,99,E,D,47.81277778,18,3,CC,1,11.5,1,10.45464,1
99.E,99,E,D,47.81277778,18,4,EM,2,49.1,3,18.56232,0
99.E,99,E,D,47.81277778,18,6,EM,3,1.7,1,6.64464,1
99.E,99,E,D,47.81277778,18,12,EM,2,4.1,1,7.7724,1
99.E,99,E,D,47.81277778,18,10,CC,1,1.5,2,2.1336,1
99.E,99,E,D,47.81277778,18,17,CC,2,9.8,1,11.09472,1
99.E,99,E,D,47.81277778,18,15,CC,1,3.5,1,4.23672,1
99.E,99,E,D,47.81277778,18,6,EM,5,4,4,0,0
99.E,99,E,D,47.81277778,18,16,EM,5,2.4,1,14.3256,1
99.E,99,E,D,47.81277778,18,15,EM,3,4.7,4,0,0
99.E,99,E,D,47.81277778,18,6,EM,2,8.7,1,6.64464,1
99.E,99,E,D,47.81277778,18,16,EM,4,3.6,1,14.3256,1
99.E,99,E,D,47.81277778,18,16,EM,6,5.5,4,0,0
99.E,99,E,D,47.81277778,18,16,EM,7,8.1,4,0,0
99.E,99,E,D,47.81277778,18,9,CC,1,1.8,3,2.07264,0
99.E,99,E,D,47.81277778,18,14,CC,1,8.4,2,7.71144,1
99.E,99,E,D,47.81277778,18,5,CC,1,3.4,1,3.6576,1
99.E,99,E,D,47.81277778,18,13,EM,1,2.7,2,4.1148,1
99.E,99,E,D,47.81277778,18,12,EM,1,9.4,1,7.7724,1
99.E,99,E,D,47.81277778,18,11,EM,1,5.2,2,3.3528,1
99.E,99,E,D,47.81277778,18,1,CC,1,10.4,1,6.52272,1
99.E,99,E,D,47.81277778,18,2,CC,1,8.6,1,9.54024,1
99.E,99,E,D,47.81277778,18,16,EM,2,24.3,3,14.3256,0
99.E,99,E,D,47.81277778,18,8,EM,1,7.7,1,5.09016,1
99.F,99,F,H,84.39506944,6,1,EM,2,8.7,1,5.97408,1
99.F,99,F,H,84.39506944,6,2,EM,1,59,1,22.43328,1
99.F,99,F,H,84.39506944,6,1,EM,3,8.1,1,5.97408,1
99.F,99,F,H,84.39506944,6,1,EM,1,5.8,1,5.97408,1
99.F,99,F,H,84.39506944,6,4,CC,1,26.5,1,14.96568,1
99.F,99,F,H,84.39506944,6,5,CC,1,3.4,1,3.6576,1
99.F,99,F,H,84.39506944,6,6,EM,3,6,4,0,0
99.F,99,F,H,84.39506944,6,6,EM,4,11.5,4,0,0
99.F,99,F,H,84.39506944,6,6,EM,2,10.2,1,19.72056,1
99.F,99,F,H,84.39506944,6,6,EM,1,83.8,1,19.72056,1
99.F,99,F,H,84.39506944,6,3,CC,1,22.1,1,14.35608,1
